key	created	updated	type	status	role	assignee	reporter	labels	components	parent	summary
PROJECTT-24695	2024-12-05	2025-02-07	Task	DONE	과거담당	sungmin.jung	jinjunhyuk	프랍	Design		[월드][파괴형 프랍] 벽면이 무너지는게 너무 비현실적입니다.
PROJECTT-24799	2024-12-06	2025-06-18	Bug	DONE	보고자	eunji_jang	seokwan	북부_1.2_윈터펠,토르헨스퀘어	Design		[전사테스트][레벨] 배저홀에 배경 이상한 지점
PROJECTT-24871	2024-12-06	2025-06-18	Bug	DONE	과거담당	jinjunhyuk	jinjunhyuk	버려진유적지	Client		[월드][버려진유적지] 학자의 성채에서 상자가 굳이 필요 없습니다.
PROJECTT-24943	2024-12-06	2025-06-18	Bug	DONE	과거담당	juna	juna	지렁이길	Design		[월드][웜워크] 지렁이길 입구 앞 상자 인터렉션 시 끼이는 현상
PROJECTT-24974	2024-12-09	2025-06-18	Bug	DONE	과거담당	eunji_jang	eunji_jang	레벨기믹,리치_2.1_올드타운,전사테스트	Design		[레벨][문 기믹]시타델 레벨 기믹 문 카메라 위치가 이상합니다 
PROJECTT-25139	2024-12-11	2025-06-18	Bug	DONE	과거담당	jieun.kwon	jieun.kwon		Design		[전사테스트][월드] 올드타운 세력은신처 실내맵 Area 이슈
NNT-11179	2024-12-13	2025-01-06	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 참수대 > 첫번째 퍼즐 구역의 끌차 측면 조작이 불가합니다.
PROJECTT-25503	2024-12-21	2025-01-10	Task	DONE	과거담당	juna	juna		Design		[월드][버려진유적지] 최북단 버려진 유적지 나무 발판 위로 이동 중 떨어지면 나올 수 없는 현상
NNT-11762	2024-12-26	2025-01-07	Defect	DONE	과거담당	heungshik	heungshik	어그로시스템,점령된구역	00. 데이터테이블[DataTable]		[어그로시스템] 점령된 구역 : 로즈워터 > 입구 밖에서 적 공격시 반응이 없으며, 적 NPC들이 입구밖으로 일정거리 나오지 못합니다.
NNT-12788	2025-02-04	2026-02-09	Suggestions	DONE	과거담당	seungwoo.l	seungwoo.l	가젯,흉포한동물	00. 데이터테이블[DataTable]		[흉포한동물][가젯] 검은 엘크 주변 가젯 제거 관련 개선 문의
NNT-14401	2025-03-18	2026-02-09	Defect	DONE	과거담당	heungshik	heungshik	영지퀘스트,흉포한동물	00. 데이터테이블[DataTable]		[영지퀘스트][흉포한동물] 식어버린 화로 '엘크 처치하고 뼈 구하기' Task > 전투 구역 놓여진 파괴형 가젯들의 파괴 연출 효과 없이 디스폰됩니다.
NNT-18969	2025-07-16	2026-04-29	Defect	DONE	과거담당	euijun	euijun	실내맵,월드	01.-1. 기획[Uasset]		[월드][실내맵] 지렁이길 건물 외부 특정 위치로 이동 시 미니맵이 실내맵으로 전환되어 출력되는 현상
NNT-21922	2025-11-06	2026-01-20	Defect	DONE	과거담당	heungshik	heungshik	월드	04. 아트[Art]		[월드] 최북단 늑대굴 인카운터의 최종 보상 상자 배치 구역내 암살자 클래스의 캐릭터가 지면에 묻힙니다.
NNT-22402	2025-12-01	2026-01-20	Defect	DONE	과거담당	heungshik	heungshik	세력은신처	01.-1. 기획[Uasset]		[세력은신처] 레이븐스락 요새의 보스구역 이후 마지막 잠긴문의 걸쇠가 유독 크며 높이가 캐릭터 모션 높이에 맞지 않습니다.
GOAT-163	2025-12-23	2026-05-08	Defect	POSTPONED	과거담당	sunho	sc1991	길찾기경로표시,잔존세력	03. 클라이언트[Client]		[잔존세력] 리치 > 끊어진 진리의 사슬 > 보스 부근 일부 이정표에서 길찾기 시, 길찾기 경로가 최단거리가 아닌 우회 경로로 표시되는 현상
GOAT-220	2025-12-23	2026-02-03	Defect	DONE	과거담당	inho.jeong	inho.jeong	월드	00. 데이터테이블[DataTable]		[월드] 캐슬블랙 셀단 NPC 근처에 알 수 없는 오브젝트들이 존재하는 현상
GOAT-362	2025-12-30	2026-01-20	Defect	DONE	과거담당	taehyung	taehyung	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 몰스타운 다리 기믹 파괴 가능 위치가 한정돼있어 파괴가 불편한 현상
GOAT-404	2025-12-31	2026-01-14	Defect	DONE	과거담당	taehyung	taehyung	버려진유적지	01. 기획[Planning Issues]		[버려진유적지] 학자의 성채에 필요하지 않은 GoUp 박스 기믹이 배치된 현상
GOAT-405	2025-12-31	2026-01-13	Defect	DONE	과거담당	taehyung	taehyung	버려진유적지	01. 기획[Planning Issues]		[버려진유적지] 맹약의 언덕 특정 구간에서 연속 점프를 사용해야하는 현상
GOAT-407	2025-12-31	2026-01-14	Defect	DONE	과거담당	taehyung	taehyung	버려진유적지	01. 기획[Planning Issues]		[버려진유적지] 학자의 성채 마지막 조각 획득 후 벽화까지 바로 이동되는 숏컷이 없습니다
GOAT-438	2026-01-02	2026-01-20	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 숲의 마녀 > 첫번째 벽화 조각 획득 위치에 GoUp 박스 또는 밝고 올라갈수 있는 프랍 추가가 필요해보입니다.
GOAT-439	2026-01-02	2026-01-20	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 쓰러진 거인의 왕 > 일반 점프로는 피지컬이 살짝 아슬하며, 반복 점프를 요구하는 동선이 존재합니다.
GOAT-463	2026-01-05	2026-01-20	Defect	DONE	과거담당	heungshik	heungshik	네비메시,복수자	01.-1. 기획[Uasset]		[복수자] 프로스트 필드. TaskID: 101251000 > 전투 구역내 일부 프랍위로 이동시, NPC가 PC를 인식하지 못합니다.
GOAT-471	2026-01-05	2026-01-14	Defect	DONE	과거담당	taehyung	taehyung	버려진유적지	01. 기획[Planning Issues]		[버려진유적지] 숲의 마녀 유적지 특정 위치에 추락하지 않는 함정 기믹이 배치되어있습니다
GOAT-472	2026-01-05	2026-01-14	Defect	DONE	과거담당	taehyung	taehyung	버려진유적지	01. 기획[Planning Issues]		[버려진유적지] 숲의 마녀 유적지 마지막 조각 획득 후 벽화까지 이동하는 숏컷이 없습니다
GOAT-483	2026-01-05	2026-01-20	Defect	DONE	과거담당	heungshik	heungshik	복수자	01.-1. 기획[Uasset]		[복수자] 애쉬릿지. TaskID: 321201000 > 전투 구역내 볼팅 펜스 너머의 NPC가 추적 불가한 공간으로 이동이 가능하며 일부 네비메시가 비어있는 공간이 존재 합니다.
GOAT-541	2026-01-06	2026-01-27	Defect	DONE	과거담당	heungshik	heungshik	장벽너머튜토리얼	01.-1. 기획[Uasset]		[장벽너머튜토리얼] 귀향 '나타난 야인들 처치하기' Task > 전투 구역내 네비매시가 빈곳이 다수 존재하여 NPC가 PC에게 도달하지 못합니다.
GOAT-670	2026-01-07	2026-01-20	Defect	DONE	과거담당	sc1991	sc1991	복수자	01.-1. 기획[Uasset]		[복수자] 허니콧 > 전투 구역 내 NPC가 추적 불가한 프랍이 있습니다.
GOAT-672	2026-01-07	2026-01-20	Defect	DONE	과거담당	sc1991	sc1991	복수자	01.-1. 기획[Uasset]		[복수자] 애쉬릿지 > 네비메시가 비어있는 곳이 있습니다.
GOAT-760	2026-01-09	2026-01-20	Defect	DONE	과거담당	heungshik	heungshik	정예은신처	01.-1. 기획[Uasset]		[정예은신처] 정예 은신처 > 보스 구역으로 '바로가기' 이용 없이 수동 진입시, FX장막이 설치된 상태로 진입되지 않습니다.
GOAT-770	2026-01-09	2026-01-23	Defect	DONE	과거담당	heungshik	heungshik	정예은신처	01.-1. 기획[Uasset]		[정예은신처] 보스 구역 FX 장막 밖에 있는 유저를 이용하여 NPC들을 장막 바깥으로 유인 할 수 있습니다.
GOAT-794	2026-01-09	2026-01-20	Defect	DONE	과거담당	inho.jeong	inho.jeong	월드	03. 클라이언트[Client]		[월드] 북부 특정 구역에서 라이팅 효과가 어색하게 적용되는 현상
GOAT-1099	2026-01-20	2026-01-27	Defect	DONE	과거담당	ljp0415	ljp0415	가젯	01.-1. 기획[Uasset]		[가젯] 걸쇠가 있는 문을 열 때 카메라가 PC에 너무 가까워져 부자연스럽습니다.
GOAT-1333	2026-01-23	2026-02-03	Defect	DONE	과거담당	sc1991	sc1991	레벨	04. 아트[Art]		[월드] 캐슬블랙 ~ 라스트허스 구간 > 블로킹 볼륨이 이상하거나 지형에 파묻히는 곳들이 존재합니다.
PROJECTT-36039	2026-01-29	2026-01-29	Bug	DONE	보고자	jinjunhyuk	seokwan	질주	Client		[클라] 로컬모드에서 대쉬가 안 되는 현상
GOAT-2966	2026-03-17	2026-03-24	Defect	DONE	과거담당	seungwoo.l	seungwoo.l	가젯,유저초청회	01.-1. 기획[Uasset]		[유저초청회][가젯] 윈터펠 서브퀘스트 중 일부 문 인터렉션 버튼이 너무 떨어져 있는 현상
PROJECTT-37965	2026-03-26	2026-03-31	Bug	DONE	과거담당	jaemann	jaemann	데이터레이어,퀘스트	Design		[월드][퀘스트] 시타델 내부 데이터레이어가 이상하게 적용되는 문제
PROJECTT-38149	2026-04-02	2026-08-08	Task	In Progress	현담당	seokwan	sungmin.jung	레벨디자인,챕터5	Design		[레벨디자인] 챕터 5.2 트윈스 레벨 디자인
PROJECTT-38150	2026-04-02	2026-08-08	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 시나리오 및 퀘스트 내용 레벨 문서화(요약 정리)
PROJECTT-38152	2026-04-02	2026-08-08	Sub-Task	DONE	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (1차 - 지형 : 주요 퀘스트 거점 위치)
PROJECTT-38151	2026-04-02	2026-08-08	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	쳅터5	Design	PROJECTT-38149	[레벨디자인] 평면도 제작
PROJECTT-38154	2026-04-02	2026-08-08	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (3차 - 주요 퀘스트 거점 : 성/마을, 적대 거점, 기타 퀘스트 공간)
PROJECTT-38153	2026-04-02	2026-08-08	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 필드 목업 (2차 - 지형 : 주요 컨텐츠 위치 포함)
PROJECTT-38155	2026-04-02	2026-08-08	Sub-Task	To Do	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (4차 - 주요 컨텐츠(필드) 1 : 점령된 구역)
PROJECTT-38156	2026-04-02	2026-08-08	Sub-Task	To Do	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (5차 - 주요 컨텐츠(필드) 2 : 위기의 성소)
PROJECTT-38157	2026-04-02	2026-08-08	Sub-Task	To Do	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (6차 - 주요 컨텐츠(필드) 3 : 연기나는 오두막, 위어우드의 기억)
PROJECTT-38158	2026-04-02	2026-08-08	Sub-Task	To Do	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (7차 - 주요 컨텐츠(독립) 1 : 흉포한 동물)
PROJECTT-38159	2026-04-02	2026-08-08	Sub-Task	To Do	과거담당	jieun.kwon	sungmin.jung	챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 필드 목업 (8차 - 주요 컨텐츠(독립) 2 : 세력은신처)
PROJECTT-38162	2026-04-02	2026-06-25	Sub-Task	To Do	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (11차 - 일반 컨텐츠 2 : 필드 소형 컨텐츠)
PROJECTT-38160	2026-04-02	2026-08-08	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (9차 - 주요 컨텐츠(독립) 3 : 버려진 유적지)
PROJECTT-38161	2026-04-02	2026-08-08	Sub-Task	To Do	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (10차 - 일반 컨텐츠 1 : 현상수배, 복수자, 보부상)
PROJECTT-38163	2026-04-02	2026-08-08	Sub-Task	To Do	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 필드 목업 (12차 - 최종 목업 마무리 - 거점 및 컨텐츠를 반영한 최종 지형/DL 구성)
PROJECTT-38164	2026-04-02	2026-08-08	Sub-Task	To Do	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 레벨 기획서 작성 - 평면도 갱신 / 목업 기반 레퍼런스 활용
PROJECTT-38169	2026-04-02	2026-09-01	Task	DONE	과거담당	sungmin.jung	sungmin.jung	길위의발견,챕터3	Design		[월드][레벨디자인] Ch3.3 크로우즈네스트 - 필드 소형컨텐츠 배치 가이드 제작
PROJECTT-38472	2026-04-07	2026-08-08	Sub-Task	DONE	현담당	seokwan	sungmin.jung	챕터5	Design	PROJECTT-38149	[레벨디자인] 콘텐츠 지역 설정 
GOAT-4024	2026-04-09	2026-04-14	Defect	DONE	과거담당	taehyung	taehyung	메인퀘스트	01.-1. 기획[Uasset]		[메인퀘스트] 샘에게 돌아가기 213101130 퀘스트에서 샘웰 탈리 NPC 모션이 책장 빈곳을 확인하고있는 현상
PROJECTT-38752	2026-04-14	2026-04-15	Task	DONE	과거담당	sungmin.jung	sungmin.jung	레벨디자인	Design		[월드][레벨디자인] [레벨] 스톰랜드 위기의 성소 실내 볼륨 구성
GOAT-4389	2026-04-20	2026-04-27	Defect	DONE	과거담당	seungwoo.l	seungwoo.l	메인퀘스트	01.-1. 기획[Uasset]		[메인퀘스트] 금지된 지식 > 도둑들 추격하기 Task 중 시타델 지하에 있지만 지역명이 '시타델'로 노출되는 현상
GOAT-4537	2026-04-20	2026-04-27	Defect	DONE	과거담당	seungwoo.l	seungwoo.l	세력은신처,월드맵	01.-1. 기획[Uasset]		[세력은신처][월드맵] 쉐이디드 수도원 특정 구역 월드맵이 일치하지 않는 현상
GOAT-4737	2026-04-21	2026-04-27	Defect	DONE	과거담당	seungwoo.l	seungwoo.l	어뷰징,흉포한동물	01.-1. 기획[Uasset]		[흉포한동물][어뷰징] 거대 곰 지형을 이용한 어뷰징이 가능한 현상
GOAT-4973	2026-04-22	2026-05-11	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지: 몰스 타운 > 도개교 첫번째 트리거 퍼즐 위치에서 두번째 트리거 까지 조준시 록온 가능합니다.
GOAT-5039	2026-04-23	2026-04-27	Defect	DONE	과거담당	heungshik	heungshik	SFX,버려진유적지	01.-1. 기획[Uasset]		[버려진유적지][SFX] 버려진 유적지: 녹색 항구 > 암석 타일에서, Foot Walk 타입이 Dirt & Rock 섞여있습니다.
GOAT-5068	2026-04-23	2026-05-04	Defect	DONE	과거담당	heungshik	heungshik	리치_2.1_올드타운,버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지: 맹약의 언덕 > 끌차 동선내 경사로가 있어 캐릭터의 손과 손잡이가 떨어지게 됩니다.
GOAT-5086	2026-04-23	2026-04-27	Defect	DONE	과거담당	heungshik	heungshik	리치_2.2_브라이트워터킵,월드	01.-1. 기획[Uasset]		[월드] 브라이트워터킵 내 일부 프랍들이 허공에 떠있습니다.
GOAT-5103	2026-04-24	2026-04-27	Defect	DONE	과거담당	heungshik	heungshik	리치_2.2_브라이트워터킵,월드	01.-1. 기획[Uasset]		[월드] 현상 수배: 오티스 수행 구역내 일부 프랍이 허공에 떠있습니다.
GOAT-5113	2026-04-24	2026-04-28	Defect	DONE	과거담당	heungshik	heungshik	리치_2.2_브라이트워터킵,월드	01.-1. 기획[Uasset]		[월드] 점령된 구역: 노스페이스 > 구역내 일부 프랍이 허공에 떠있습니다.
GOAT-5125	2026-04-24	2026-04-27	Defect	DONE	과거담당	heungshik	heungshik	리치_2.3_하이가든,월드	01.-1. 기획[Uasset]		[월드] 현상수배: 나탈리 수행 구역내 일부 프랍이 허공에 떠있습니다.
GOAT-5173	2026-04-24	2026-04-27	Defect	DONE	과거담당	heungshik	heungshik	리치_2.3_하이가든,버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지: 모래막이 요새 > 마지막 조각 위치에서, 원거리 조준시 붉은색 록온이 표시되나, 실제 히트되지 않습니다.
PROJECTT-39364	2026-04-29	2026-05-07	Task	In Review	보고자	byeongjun	seokwan		Client		끌차BP를 맵에 배치하면 작동 안하는 문제
PROJECTT-40053	2026-05-15	2026-05-26	Improvement	DONE	과거담당	sungmin.jung	sungmin.jung	월드	Design		[월드][레벨] 최북단 > 라스트 허스 인근 소형 컨텐츠 서신 획득 루트 개선
QAGOTASIA-636	2026-05-17	2026-06-11	Live issue	DONE	과거담당	riye117	riye117		01. 기획[Planning Issues]		[세력 은신처] 쉐이디드 수도원 내 사다리가 정상적으로 노출되지 않는 현상
PROJECTT-40144	2026-05-18	2026-05-26	Bug	DONE	보고자	sungmin.jung	seokwan	레벨	Design		[월드][레벨] 올드타운에 올라가면 안 되는 지형에 올라가지는 문제
PROJECTT-40145	2026-05-18	2026-05-26	Improvement	DONE	보고자	sungmin.jung	seokwan	레벨	Design		[월드][레벨] 크로우즈네스트 점령된 구역 그리핀스 코브 동선 수정
PROJECTT-40199	2026-05-18	2026-05-19	Bug	DONE	보고자	hycho	seokwan	가젯	Design		[레벨디자인] PC 클래스에 따라 상자에 도달하지 못하는 지점
PROJECTT-40384	2026-05-22	2026-05-27	Bug	DONE	과거담당	sungmin.jung	sungmin.jung	레벨	Design		[레벨디자인] 최북단 2.0 버려진 유적지 끼임 현상 발생
PROJECTT-40425	2026-05-22	2026-05-22	Bug	DONE	과거담당	sungmin.jung	sungmin.jung	레벨	Design		[레벨디자인] 하이가든 로즈워터 지역에 공중부양하는 프랍
PROJECTT-40596	2026-05-28	2026-05-29	Bug	DONE	과거담당	sungmin.jung	sungmin.jung	레벨	Design		[버려진 유적지] 쓰러진 거인의 왕 점프로 넘어가선 안 되는 지점 넘어가짐
PROJECTT-40600	2026-05-28	2026-05-29	Bug	DONE	과거담당	sungmin.jung	sungmin.jung	레벨,버려진유적지	Design		[버려진 유적지] 숲의 마녀 갇히는 공간 수정
PROJECTT-40601	2026-05-28	2026-05-29	Bug	DONE	과거담당	sungmin.jung	sungmin.jung	레벨,버려진유적지	Design		[레벨디자인] 크로우즈네스트 버려진 유적지 부근에 떨어지면 되올라올 수 없는 구간 존재
PROJECTT-40604	2026-05-28	2026-05-29	Bug	DONE	과거담당	sungmin.jung	sungmin.jung	레벨,버려진유적지	Design		[버려진 유적지] 사나운 바다 레벨 버그
PROJECTT-40607	2026-05-28	2026-06-02	Bug	DONE	과거담당	pillwoo	sungmin.jung	세력은신처	BG		[세력은신처] 레이븐스락 - 레벨디자인용 프랍이 노출되는 현상
PROJECTT-40609	2026-05-28	2026-05-29	Bug	DONE	과거담당	sungmin.jung	sungmin.jung	점령된구역	Design		[점령된 구역] 그리핀스코브에 유도동선을 가로 막는 프랍
PROJECTT-40620	2026-05-28	2026-06-02	Bug	DONE	과거담당	pillwoo	sungmin.jung		BG		[레벨디자인] 크로우즈네스트 지형 버그
PROJECTT-40642	2026-05-29	2026-09-01	Bug	DONE	과거담당	sungmin.jung	sungmin.jung	길위의발견	Design		[소형컨텐츠] 편지통으로 쉽게 도달하지 못하는 지점
PROJECTT-41010	2026-06-09	2026-09-02	Story	In Progress	현담당	seokwan	sungmin.jung	레벨기믹	Design		[월드][레벨] 엘리베이터 레벨 기믹 제작
PROJECTT-41011	2026-06-09	2026-07-28	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	레벨기믹	Design	PROJECTT-41010	[월드][레벨] 엘리베이터 레벨 기믹 제작 기획
GOAT-6779	2026-06-15	2026-06-26	Defect	DONE	과거담당	euijun	euijun	세력은신처,실내맵	01.-1. 기획[Uasset]		[세력은신처][실내맵] 레이븐스락 요새 특정 위치에서 실내맵이 해제되는 현상
PROJECTT-41991	2026-06-25	2026-08-08	Sub-Task	DONE	현담당	seokwan	juna	레벨,챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 필드 목업 (9차 - 주요 컨텐츠(독립) 3 : 버려진 유적지-2)
PROJECTT-41992	2026-06-25	2026-08-08	Sub-Task	DONE	현담당	seokwan	juna	레벨,챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 필드 목업 (9차 - 주요 컨텐츠(독립) 3 : 버려진 유적지-3)
PROJECTT-42191	2026-06-26	2026-06-29	Task	To Do	현담당	seokwan	juna	길위의발견,챕터5	Design,기획_레벨		[5.2][레벨디자인] 필드 소형 컨텐츠 배치 가이드 제작
PROJECTT-42267	2026-06-26	2026-08-08	Sub-Task	To Do	현담당	seokwan	juna	길위의발견,챕터5	Design,기획_레벨	PROJECTT-42191	[5.2][레벨디자인] 필드 소형컨텐츠 배치 가이드 제작
PROJECTT-42279	2026-06-26	2026-08-06	Task	In Review	과거담당	sungmin.jung	juna	레벨,하렌홀의비명	Design,기획_레벨		[레벨디자인][하렌홀의 비명] 던전 레벨 목업 작업
PROJECTT-42283	2026-06-26	2026-08-08	Sub-Task	To Do	현담당	seokwan	juna	레벨,챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 넥 5.3 레벨디자인 후작업
PROJECTT-42289	2026-06-26	2026-08-08	Sub-Task	To Do	현담당	seokwan	juna	레벨,챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 지역 외곽 블록 처리
PROJECTT-42290	2026-06-26	2026-08-08	Sub-Task	To Do	현담당	seokwan	juna	레벨,챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 웨이포인트 구성
PROJECTT-42292	2026-06-26	2026-08-08	Sub-Task	To Do	현담당	seokwan	juna	레벨,챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 월드맵 추출
PROJECTT-42291	2026-06-26	2026-08-08	Sub-Task	To Do	현담당	seokwan	juna	레벨,챕터5	Design,기획_레벨	PROJECTT-38149	[레벨디자인] 실내맵 추출
PROJECTT-42315	2026-06-26	2026-08-08	Sub-Task	In Review	과거담당	sungmin.jung	juna	레벨,하렌홀의비명	Design,기획_레벨	PROJECTT-42279	[레벨디자인][하렌홀의 비명] 던전 목업 2차 - 픽스버전
PROJECTT-43041	2026-07-15	2026-08-19	Improvement	To Do	현담당	seokwan	juna	편의성개선	Design,기획_레벨		[월드][편의성] 사다리 이동 중 중간 취소 기능 추가
PROJECTT-43289	2026-07-22	2026-07-22	Sub-Task	To Do	보고자	yongsoon	seokwan	레벨기믹	Client	PROJECTT-41010	[레벨기믹][클라] 엘리베이터 레벨 기믹 구현
PROJECTT-43290	2026-07-22	2026-07-22	Sub-Task	To Do	보고자	jimin.kim	seokwan	레벨기믹	Server	PROJECTT-41010	[레벨기믹][서버] 엘리베이터 레벨 기믹 서버 작업
PROJECTT-43291	2026-07-22	2026-08-31	Sub-Task	To Do	보고자	minseok.seo	seokwan	레벨기믹	Animation	PROJECTT-41010	[레벨기믹][애니] 엘리베이터 애니메이션
PROJECTT-43292	2026-07-22	2026-08-03	Sub-Task	DONE	보고자	hoyeon.h	seokwan	레벨기믹	BG	PROJECTT-41010	[레벨기믹][배경원화] 엘리베이터 구조물 컨셉 원화
PROJECTT-43293	2026-07-22	2026-09-02	Sub-Task	In Review	보고자	jiyeon_b	seokwan	레벨기믹	BG	PROJECTT-41010	[레벨기믹][배경] 엘리베이터 배경 리소스 제작
GOAT-7949	2026-07-27	2026-08-07	Defect	DONE	과거담당	heungshik	heungshik	웨스터랜드_4.1_캐스털리락,점령된구역	01.-1. 기획[Uasset]		[점령된구역] 점령된 구역: 레드픽 > 캐릭터가 올라탈 수 있는 프랍 및 NPC 접근 불가 지형 좌표 모음
GOAT-7960	2026-07-27	2026-07-29	Defect	DONE	과거담당	euijun	euijun	월드	01.-1. 기획[Uasset]		[월드] 4챕터 이후 캐슬 블랙 무드 변경 시 특정 위치의 배경 무드가 변경되지 않은 현상
GOAT-7963	2026-07-27	2026-08-06	Defect	DONE	과거담당	euijun	euijun	월드	01.-1. 기획[Uasset]		[월드] 4챕터 이후 캐슬 블랙 무드 변경 시 방벽 위에 궁수 NPC및 화살통, 오크통 환경 액터들이 배치되어 있지 않은 현상
GOAT-8197	2026-07-30	2026-09-03	Defect	DONE	과거담당	heungshik	heungshik	관전모드,심연의제단	00. 데이터테이블[DataTable]		[심연의제단][관전모드] 크라켄 하드모드 > 1페이즈에서 사망 > 관전 모드 진입 > 던전 클리어 > 대상 관전 유저는 1페이즈 위치에서 스폰되며, 각 페이즈에서 파괴되었던 프랍, 촉수 다리가 유지됩니다. (컬리전이 없어 캐릭터 통과는 되어 마지막 페이즈 위치의 유저와 조우 가능)
GOAT-8215	2026-07-30	2026-09-03	Defect	DONE	과거담당	jaeseong	jaeseong	심연의제단	04. 아트[Art]		[심연의제단] 심연의제단 하드 모드 2페이즈 나가는 길, 부적절한 바닥의 튀어나온 땅바닥이 길을 막고 있습니다.
QAGOTASIA-1060	2026-07-31	2026-08-05	CS(Default)	Resolved	과거담당	rhkralsrb0820	rhkralsrb0820		01. 기획[Planning Issues]		[Live] 북부 버려진 유적지 이중 사다리 끼임 현상 확인 요청
GOAT-8474	2026-08-06	2026-08-18	Defect	DONE	과거담당	jaeseong	jaeseong	심연의제단	01.-1. 기획[Uasset]		[심연의제단] 심연의 제단 1페이즈 우측 바다를 향해 점프시, PC가 허공에 착지할 수 있는 문제
GOAT-9100	2026-08-18	2026-09-03	Defect	DONE	과거담당	jaeseong	jaeseong	심연의제단	01.-1. 기획[Uasset]		[심연의제단] 크라켄 3->4페이즈 가는 길목의 오른쪽에 PC가 빠질 수 있는 공간이 있습니다.
PROJECTT-44415	2026-08-25	2026-08-28	Task	To Do	현담당	seokwan	sungmin.jung	리소스	Design,기획_레벨		Ship Movement 값 조절
PROJECTT-44449	2026-08-26	2026-08-27	Bug	In Progress	과거담당	sungmin.jung	sungmin.jung	미니맵	Design,기획_레벨		[미니맵] 레이븐스락 요새에서 실내맵이 출력 안 되는 문제
PROJECTT-44612	2026-08-31	2026-09-01	Sub-Task	To Do	현담당	seokwan	sungmin.jung	특수지형이동	Design,기획_레벨	PROJECTT-44610	[월드][레벨] 렛지 그랩 테스트 및 수정 대응 - 손석완 (최북단 2.0, 올드타운, 크로우즈네스트, 화이트하버)
